SongID,spotify_track_duration_ms,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre_emb_1,genre_emb_2,genre_emb_3,genre_emb_4,genre_emb_5,genre_emb_6,genre_emb_7,genre_emb_8,genre_emb_9,genre_emb_10,genre_emb_11,genre_emb_12,genre_emb_13,genre_emb_14,genre_emb_15,genre_emb_16,first_week,last_week,peak_position,weeks_on_chart,hit
Something BigShawn Mendes,161440.0,0,0.694,0.8539999999999999,7.0,-3.891,0.0,0.043,0.00614,0.0,0.158,0.803,112.007,4.0,0.0036897361,0.10287848,0.24638663,0.6905246,-0.027356759,0.42401123,0.48780787,0.16554517,-0.37530798,0.70034003,-0.36025083,0.06999633,-0.45932984,0.6505407,0.33386737,-0.43399182,2014-11-22,2015-01-17,80,3,0
The Heart Wants What It WantsSelena Gomez,227373.0,0,0.6159999999999999,0.789,7.0,-4.874,0.0,0.0377,0.053,0.0,0.1419999999999999,0.621,83.066,4.0,-0.23058169,-0.8404215,0.26920718,0.39510253,0.28919527,-0.27653417,0.21064085,0.0033904675,-0.7934585,-0.6120706,0.47606626,-0.08322814,0.08321116,0.45609358,0.27279404,-0.273561,2014-11-22,2015-04-04,6,20,1
Ready To RunOne Direction,196053.0,0,0.524,0.8309999999999998,2.0,-4.174,1.0,0.036,0.00229,0.0,0.171,0.2989999999999999,115.067,4.0,-0.36088505,-0.6089778,-0.21696453,0.073886596,0.58696115,-0.23774925,0.77858436,0.207768,-0.065636575,-0.4667286,0.3295086,-0.19959132,-0.070954,0.3825427,0.022056108,-0.0368615,2014-11-22,2014-11-22,77,1,0
Mean To MeBrett Eldredge,228906.0,0,0.647,0.5859999999999999,0.0,-6.883,1.0,0.0313,0.115,2e-06,0.121,0.165,87.994,4.0,0.27223778,-0.59639484,-0.46037897,0.27649683,0.6466669,-0.6034078,0.22320735,-0.2113196,-0.297927,0.04974243,0.549018,0.042883784,0.16686696,-0.10788089,0.5518213,1.0800891,2014-11-22,2015-04-04,53,20,0
Shut Up And DanceWALK THE MOON,199080.0,0,0.5779999999999998,0.8659999999999999,1.0,-3.804,1.0,0.0619,0.00701,0.0,0.257,0.6189999999999999,128.038,4.0,0.07110202,0.71112347,-0.2826525,-0.5018867,0.35522717,0.39975598,0.31186378,0.472211,-0.01244057,-0.24866676,0.19631475,-0.07059705,0.47517622,0.69516575,0.8870265,0.3498608,2014-11-22,2015-11-28,4,53,1
Make Me WannaThomas Rhett,225066.0,0,0.545,0.818,9.0,-6.38,1.0,0.0541,0.0369,0.0,0.101,0.679,109.019,3.0,0.27223778,-0.59639484,-0.46037897,0.27649683,0.6466669,-0.6034078,0.22320735,-0.2113196,-0.297927,0.04974243,0.549018,0.042883784,0.16686696,-0.10788089,0.5518213,1.0800891,2014-11-29,2015-04-11,43,20,0
Where Do Broken Hearts GoOne Direction,229040.0,0,0.565,0.8619999999999999,4.0,-3.715,1.0,0.0326,0.0014,0.0,0.105,0.647,122.994,4.0,-0.36088505,-0.6089778,-0.21696453,0.073886596,0.58696115,-0.23774925,0.77858436,0.207768,-0.065636575,-0.4667286,0.3295086,-0.19959132,-0.070954,0.3825427,0.022056108,-0.0368615,2014-11-29,2014-11-29,88,1,0
18One Direction,248360.0,0,0.681,0.5819999999999999,6.0,-7.76,0.0,0.0313,0.22,0.0,0.1189999999999999,0.221,124.038,4.0,-0.36088505,-0.6089778,-0.21696453,0.073886596,0.58696115,-0.23774925,0.77858436,0.207768,-0.065636575,-0.4667286,0.3295086,-0.19959132,-0.070954,0.3825427,0.022056108,-0.0368615,2014-11-29,2014-11-29,87,1,0
Uptown Funk!Mark Ronson Featuring Bruno Mars,269666.0,0,0.8559999999999999,0.6089999999999999,0.0,-7.223,1.0,0.0824,0.00801,8.2e-05,0.0344,0.928,114.988,4.0,-1.3862563,-1.089802,-0.08067843,0.90211535,0.57867754,-1.5102427,0.40802217,0.027438194,-1.1829345,-1.4911015,1.6372299,0.13747601,-0.13924703,0.5500513,0.63174367,-0.5201595,2014-11-29,2016-03-05,1,56,1
She KnowsNe-Yo Featuring Juicy J,214725.0,1,0.7059999999999998,0.572,8.0,-5.799,0.0,0.0326,0.0262,0.0,0.5849999999999999,0.574,139.982,4.0,-0.5954997,-0.07059187,-0.053268634,0.16141938,0.052068364,-0.12848036,0.38773862,-0.18208821,-0.4155355,-0.1593884,0.78405076,-0.01615649,0.22347626,0.36065203,0.15331703,0.5368687,2014-11-29,2015-04-18,19,20,0
CoCoO.T. Genasis,239573.0,1,0.886,0.628,8.0,-5.949,1.0,0.131,0.00215,1.2e-05,0.31,0.1779999999999999,119.906,4.0,-0.09052098,-0.103941225,-0.08142639,-0.05764822,-0.81891155,0.2590558,-0.5070883,-0.27923268,-0.6546192,0.6218868,-0.08971089,-0.75724155,-0.13588776,0.34329593,-0.56150514,0.12254699,2014-12-06,2015-04-18,20,20,0
Bed Of LiesNicki Minaj Featuring Skylar Grey,269946.0,1,0.7149999999999999,0.67,11.0,-5.779,1.0,0.194,0.251,0.0,0.109,0.124,86.01,4.0,-0.39639336,-0.31679472,-0.3070218,0.036675356,0.24510577,-0.44582853,0.273141,-0.4674899,-0.5610255,-0.2794057,0.34045678,0.03125001,-0.17989059,0.65550697,0.11444549,0.027529716,2014-12-06,2015-01-17,62,6,0
Do They Know It's Christmas? (2014)Band Aid 30,228916.0,0,0.626,0.541,0.0,-7.615,1.0,0.0308,0.3519999999999999,0.0,0.1189999999999999,0.255,112.001,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,2014-12-06,2014-12-06,63,1,0
"Mary, Did You Know?Pentatonix",203373.0,0,0.497,0.312,11.0,-9.088,0.0,0.0269,0.3019999999999999,0.0,0.0968,0.1769999999999999,105.036,4.0,-1.2115562,0.3919122,-1.9547604,1.0359118,0.7458278,-0.74672574,1.5297439,0.41083965,-1.5987201,1.312089,0.9506251,0.5319044,1.4456593,-0.81450087,0.07338109,-0.049083572,2014-12-06,2017-01-07,26,7,0
I Don't MindUsher Featuring Juicy J,251989.0,1,0.87,0.464,4.0,-8.336999999999998,1.0,0.1779999999999999,0.2049999999999999,0.0,0.0902,0.457,112.974,4.0,-1.0004332,-0.15753426,0.043506753,-0.16459487,-0.54523337,-0.5370128,0.20527259,-0.0022904635,-0.32837528,-0.47632575,0.64587265,-0.14572597,0.34083802,0.6263085,0.14696446,0.2963172,2014-12-06,2015-05-09,11,23,0
Stockholm SyndromeOne Direction,214720.0,0,0.678,0.933,2.0,-4.959,1.0,0.14,0.0734,0.0,0.0863,0.336,120.572,4.0,-0.36088505,-0.6089778,-0.21696453,0.073886596,0.58696115,-0.23774925,0.77858436,0.207768,-0.065636575,-0.4667286,0.3295086,-0.19959132,-0.070954,0.3825427,0.022056108,-0.0368615,2014-12-06,2014-12-06,99,1,0
Take Me To ChurchMatt McAndrew,212790.0,0,0.4209999999999999,0.681,4.0,-5.784,0.0,0.0319,0.00154,0.0,0.116,0.262,127.974,4.0,-0.6995501,1.7479671,0.87607485,0.10975994,0.42070556,-0.013410316,0.93772835,-1.4009781,-1.7836826,-1.3825061,-0.99449295,0.33689892,-0.4899549,-1.0348834,-0.5544648,1.0652285,2014-12-06,2014-12-06,92,1,0
Night ChangesOne Direction,226600.0,0,0.672,0.52,8.0,-7.747,1.0,0.0353,0.8589999999999999,0.0,0.115,0.37,120.001,4.0,-0.36088505,-0.6089778,-0.21696453,0.073886596,0.58696115,-0.23774925,0.77858436,0.207768,-0.065636575,-0.4667286,0.3295086,-0.19959132,-0.070954,0.3825427,0.022056108,-0.0368615,2014-12-06,2015-04-18,31,20,0
I Walk The LineCraig Wayne Boyd,187721.0,0,0.321,0.6179999999999999,2.0,-6.24,1.0,0.0327,0.164,0.0517,0.123,0.36,150.245,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,2014-12-13,2014-12-13,84,1,0
Santa Tell MeAriana Grande,204093.0,0,0.506,0.628,7.0,-7.316,1.0,0.1729999999999999,0.0545,0.0,0.3009999999999999,0.556,191.708,4.0,-0.23058169,-0.8404215,0.26920718,0.39510253,0.28919527,-0.27653417,0.21064085,0.0033904675,-0.7934585,-0.6120706,0.47606626,-0.08322814,0.08321116,0.45609358,0.27279404,-0.273561,2014-12-13,2021-01-02,17,8,0
Time Of Our LivesPitbull & Ne-Yo,229360.0,1,0.72,0.802,1.0,-5.797,1.0,0.0582,0.0921,0.0,0.694,0.7229999999999999,124.043,4.0,-0.90028316,-0.0983345,-0.2620642,0.16714069,0.3062973,-0.62863004,0.66742957,0.50323707,-0.62142307,-0.6168888,0.75795066,-0.026423465,-0.43241572,0.12391706,0.34663874,0.4590598,2014-12-13,2015-06-27,9,27,1
I LivedOneRepublic,234546.0,0,0.5989999999999999,0.8539999999999999,9.0,-5.429,1.0,0.0436,0.0746,0.0,0.278,0.311,119.986,4.0,-1.0176051,-0.26404643,-0.18140085,-0.34753662,0.34347385,-0.67180204,0.34468767,-0.1382081,-0.70132864,-0.31456703,1.0466592,-0.09647228,-0.4401359,0.42690864,0.5474105,-0.09790422,2014-12-13,2015-04-04,32,17,0
The Hanging TreeJames Newton Howard Featuring Jennifer Lawrence,218506.0,0,0.255,0.085,9.0,-17.969,0.0,0.0359,0.329,6.8e-05,0.201,0.109,94.26,4.0,-0.43853316,-1.1203866,-0.86282265,-0.41016057,0.6534818,-0.82868856,-0.62924385,-0.60117614,-0.8344838,-0.5645342,0.61949074,1.1324489,-0.85029364,-2.1613603,0.45095843,0.45111546,2014-12-13,2015-04-04,12,17,0
SledgehammerFifth Harmony,230906.0,0,0.671,0.777,2.0,-4.322,1.0,0.046,0.0057,0.0011,0.0782999999999999,0.2889999999999999,99.98,4.0,-0.5230645,-0.5101844,0.23960929,-0.007989514,0.672995,-0.2380279,0.6855241,0.11463308,-0.30590525,-0.67658716,0.051077604,0.0733373,-0.074245155,-0.22717912,0.029398423,-0.24525912,2014-12-13,2015-03-21,40,15,0
I See YouLuke Bryan,185986.0,0,0.661,0.81,6.0,-3.363,1.0,0.0363,0.0884,0.0,0.0464,0.7219999999999999,129.988,4.0,0.3129116,-0.026207188,-0.25029615,0.24470632,0.57097137,-0.48983493,0.661268,-0.6362243,-0.24718332,-0.4112705,0.3496883,0.22439022,-0.6875436,-0.21849732,0.6949756,1.0714517,2014-12-13,2015-04-18,41,19,0
RoyalsTaylor John Williams,208330.0,0,0.5,0.631,2.0,-7.77,1.0,0.0353,0.169,0.0,0.11,0.2889999999999999,90.103,4.0,-0.6995501,1.7479671,0.87607485,0.10975994,0.42070556,-0.013410316,0.93772835,-1.4009781,-1.7836826,-1.3825061,-0.99449295,0.33689892,-0.4899549,-1.0348834,-0.5544648,1.0652285,2014-12-20,2014-12-20,100,1,0
Make It RainEd Sheeran,404480.0,0,0.6179999999999999,0.2389999999999999,8.0,-8.371,0.0,0.0274,0.791,0.0,0.1,0.327,96.846,3.0,-1.361907,-0.619684,-0.17763703,0.57557726,0.8664901,-0.618881,-0.25808725,0.48939472,-1.2085592,-0.06350899,1.0835637,0.24901234,-0.12972468,0.5032525,1.1461914,-0.36491013,2014-12-20,2014-12-27,34,2,0
GeronimoSheppard,218227.0,0,0.7119999999999999,0.763,7.0,-6.254,1.0,0.0867,0.4769999999999999,0.00118,0.114,0.503,142.031,4.0,0.5251474,-0.76767856,0.08854178,-0.47463453,0.17207913,-0.29450095,-0.08708378,-0.2121957,-0.5498981,-0.0994895,-0.57645255,0.23415111,-0.12659425,-0.15662867,-0.26023862,-0.07525221,2014-12-20,2015-05-30,53,21,0
Lonely TonightBlake Shelton Featuring Ashley Monroe,218040.0,0,0.41,0.747,5.0,-4.964,1.0,0.0358,0.0581,0.0,0.0983,0.3689999999999999,158.064,4.0,0.7085266,-0.011250276,-0.35601366,0.03407547,0.491766,-0.52449155,0.55243385,-0.45524824,0.3746773,-0.26534325,-0.0564408,0.12456449,-0.5608648,0.26026657,0.03923866,0.4858734,2014-12-20,2015-04-11,47,17,0
Like A CowboyRandy Houser,262133.0,0,0.511,0.687,1.0,-4.328,1.0,0.0326,0.254,2e-06,0.108,0.1719999999999999,139.995,4.0,0.2660648,-0.5899943,-0.46832523,0.3169994,0.3667012,-0.73999166,-0.02640233,-0.29969853,-0.49987468,-0.032139562,0.30103284,-0.10575771,0.4168244,0.09691517,0.69367725,0.89598465,2014-12-20,2015-03-21,62,14,0
No Role ModelzJ. Cole,292986.0,1,0.696,0.521,10.0,-8.465,0.0,0.332,0.3019999999999999,0.0,0.0565,0.458,100.0,4.0,0.06913664,0.2763192,-0.07693575,0.36711165,-0.25002402,-0.060922742,-0.70320237,-0.9300234,-0.4522291,-0.22666577,-0.11451489,0.0013898179,-1.0240302,-0.45710403,-0.9473976,0.5509916,2014-12-27,2016-02-20,36,25,0
Have Yourself A Merry Little ChristmasSam Smith,170964.0,0,0.399,0.1809999999999999,5.0,-9.409,1.0,0.0416,0.953,0.0,0.317,0.318,145.512,4.0,-1.361907,-0.619684,-0.17763703,0.57557726,0.8664901,-0.618881,-0.25808725,0.48939472,-1.2085592,-0.06350899,1.0835637,0.24901234,-0.12972468,0.5032525,1.1461914,-0.36491013,2014-12-27,2014-12-27,90,1,0
When I Was Your ManChris Jamison,185500.0,0,0.3669999999999999,0.443,10.0,-7.285999999999999,1.0,0.0303,0.807,0.0,0.0796,0.637,72.837,3.0,-0.6995501,1.7479671,0.87607485,0.10975994,0.42070556,-0.013410316,0.93772835,-1.4009781,-1.7836826,-1.3825061,-0.99449295,0.33689892,-0.4899549,-1.0348834,-0.5544648,1.0652285,2014-12-27,2014-12-27,98,1,0
Make It RainMatt McAndrew,216452.0,0,0.467,0.41,8.0,-6.826,0.0,0.0259,0.152,3e-06,0.1429999999999999,0.382,100.504,3.0,-0.6995501,1.7479671,0.87607485,0.10975994,0.42070556,-0.013410316,0.93772835,-1.4009781,-1.7836826,-1.3825061,-0.99449295,0.33689892,-0.4899549,-1.0348834,-0.5544648,1.0652285,2014-12-27,2014-12-27,81,1,0
Wet DreamzJ. Cole,239320.0,1,0.504,0.7049999999999998,6.0,-8.205,0.0,0.3639999999999999,0.0752,0.0,0.128,0.5839999999999999,175.483,4.0,0.06913664,0.2763192,-0.07693575,0.36711165,-0.25002402,-0.060922742,-0.70320237,-0.9300234,-0.4522291,-0.22666577,-0.11451489,0.0013898179,-1.0240302,-0.45710403,-0.9473976,0.5509916,2014-12-27,2015-09-05,61,20,0
Break The RulesCharli XCX,203907.0,1,0.676,0.926,0.0,-2.244,0.0,0.0425,0.0305,0.000658,0.0771,0.818,124.019,4.0,-0.6554638,-0.92455435,-0.32630205,-0.2708386,0.07196644,-0.23348837,0.48318624,-0.014944422,-0.591529,-0.05394869,1.3149273,0.617489,-0.03628079,-0.07397036,0.21056631,-0.57212216,2014-12-27,2015-01-10,91,3,0
The Old Rugged CrossCraig Wayne Boyd,178174.0,0,0.451,0.4839999999999999,2.0,-5.788,1.0,0.0251,0.551,1e-06,0.108,0.434,80.128,3.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,2014-12-27,2014-12-27,59,1,0
Come Join The MurderThe White Buffalo & The Forest Rangers,448093.0,0,0.529,0.445,5.0,-7.156,1.0,0.0275,0.67,0.032,0.106,0.1789999999999999,124.166,4.0,-0.46018124,-0.5930057,-1.8406413,0.74522436,0.13406664,-0.124968655,-1.4404715,2.2347848,0.6808612,-0.15997197,-0.5960793,-1.1333772,-0.3595118,1.138582,-0.41639078,-0.7135661,2014-12-27,2014-12-27,93,1,0
Lost StarsMatt McAndrew & Adam Levine,194895.0,0,0.449,0.638,0.0,-6.492,1.0,0.0288,0.0274,0.0,0.1759999999999999,0.2419999999999999,82.01699999999998,4.0,-0.6995501,1.7479671,0.87607485,0.10975994,0.42070556,-0.013410316,0.93772835,-1.4009781,-1.7836826,-1.3825061,-0.99449295,0.33689892,-0.4899549,-1.0348834,-0.5544648,1.0652285,2015-01-03,2015-01-03,83,1,0
VelvetChris Jamison,235756.0,0,0.8309999999999998,0.4879999999999999,1.0,-7.564,1.0,0.0893999999999999,0.0859999999999999,0.0,0.192,0.663,99.053,4.0,-0.6995501,1.7479671,0.87607485,0.10975994,0.42070556,-0.013410316,0.93772835,-1.4009781,-1.7836826,-1.3825061,-0.99449295,0.33689892,-0.4899549,-1.0348834,-0.5544648,1.0652285,2015-01-03,2015-01-03,53,1,0
Lost Without UChris Jamison & Adam Levine,181546.0,0,0.624,0.546,0.0,-7.434999999999999,1.0,0.0924,0.2889999999999999,0.0,0.339,0.6149999999999999,170.162,4.0,-0.6995501,1.7479671,0.87607485,0.10975994,0.42070556,-0.013410316,0.93772835,-1.4009781,-1.7836826,-1.3825061,-0.99449295,0.33689892,-0.4899549,-1.0348834,-0.5544648,1.0652285,2015-01-03,2015-01-03,63,1,0
Lonely EyesChris Young,217413.0,0,0.657,0.674,1.0,-5.273,1.0,0.0319,0.0326,1.9e-05,0.0947,0.336,106.005,4.0,0.27223778,-0.59639484,-0.46037897,0.27649683,0.6466669,-0.6034078,0.22320735,-0.2113196,-0.297927,0.04974243,0.549018,0.042883784,0.16686696,-0.10788089,0.5518213,1.0800891,2015-01-03,2015-05-02,50,18,0
Get On Your KneesNicki Minaj Featuring Ariana Grande,216493.0,1,0.653,0.445,0.0,-7.183,0.0,0.0413,0.31,0.0,0.116,0.1759999999999999,144.02,4.0,-0.39639336,-0.31679472,-0.3070218,0.036675356,0.24510577,-0.44582853,0.273141,-0.4674899,-0.5610255,-0.2794057,0.34045678,0.03125001,-0.17989059,0.65550697,0.11444549,0.027529716,2015-01-03,2015-01-03,88,1,0
Wasted LoveMatt McAndrew,213608.0,0,0.6149999999999999,0.2349999999999999,0.0,-11.21,1.0,0.031,0.8659999999999999,0.0,0.164,0.3029999999999999,97.824,3.0,-0.6995501,1.7479671,0.87607485,0.10975994,0.42070556,-0.013410316,0.93772835,-1.4009781,-1.7836826,-1.3825061,-0.99449295,0.33689892,-0.4899549,-1.0348834,-0.5544648,1.0652285,2015-01-03,2015-01-03,14,1,0
ApparentlyJ. Cole,293040.0,1,0.801,0.543,5.0,-9.236,1.0,0.091,0.564,0.0,0.116,0.534,133.982,4.0,0.06913664,0.2763192,-0.07693575,0.36711165,-0.25002402,-0.060922742,-0.70320237,-0.9300234,-0.4522291,-0.22666577,-0.11451489,0.0013898179,-1.0240302,-0.45710403,-0.9473976,0.5509916,2015-01-03,2015-04-18,58,16,0
SoldierDamien,223640.0,0,0.7289999999999999,0.23,0.0,-9.882,1.0,0.0311,0.808,0.0,0.113,0.261,116.399,3.0,-0.21751365,0.5669559,0.0050513507,-0.52420604,0.117352925,-0.123348996,0.48526,0.10104817,0.475115,-0.42897326,0.32014266,-0.36268148,-0.41510957,-0.485061,-0.16999999,-0.3640527,2015-01-03,2015-01-03,74,1,0
Feeling MyselfNicki Minaj Featuring Beyonce,237840.0,1,0.564,0.7029999999999998,2.0,-5.459,1.0,0.269,0.437,0.00927,0.3579999999999999,0.4769999999999999,139.045,4.0,-0.39639336,-0.31679472,-0.3070218,0.036675356,0.24510577,-0.44582853,0.273141,-0.4674899,-0.5610255,-0.2794057,0.34045678,0.03125001,-0.17989059,0.65550697,0.11444549,0.027529716,2015-01-03,2015-06-06,39,20,0
MasterpieceJessie J,220653.0,0,0.661,0.7329999999999999,0.0,-2.701,0.0,0.0433,0.0153,0.0,0.0982,0.6129999999999999,143.92,4.0,-0.2324282,-0.60170984,-0.06929141,0.49023342,0.27272466,-0.43209234,0.13339841,-0.023244893,-0.6704398,-0.34458232,0.2834596,0.036529124,-0.029177714,0.48260388,-0.18675502,-0.1225879,2015-01-03,2015-03-28,65,3,0
Can't Stop Dancin'Becky G,198852.0,0,0.645,0.669,0.0,-7.945999999999999,0.0,0.0638,0.00545,0.00138,0.0997,0.568,100.052,4.0,-0.54813194,0.78006005,0.4816489,0.21588945,-0.28837425,0.4535913,0.43174344,0.87212133,0.6117994,-0.57037735,-0.6440258,-0.25582457,-0.36771685,-0.16953513,0.2947582,0.78928876,2015-01-10,2015-02-14,88,3,0
Earned It (Fifty Shades Of Grey)The Weeknd,277680.0,1,0.647,0.2909999999999999,2.0,-8.275,0.0,0.0363,0.4079999999999999,0.0,0.0771,0.4,119.839,3.0,-0.9118182,-0.1623108,0.0218092,1.0182114,-0.14050484,-0.40753758,-0.22220682,0.44934884,-0.7084181,-0.02171131,-0.28114507,0.1348358,-0.8350015,0.37400064,0.73952943,-0.80189496,2015-01-10,2015-10-31,3,43,1
Stuck On A FeelingPrince Royce Featuring Snoop Dogg,210800.0,0,0.817,0.4149999999999999,1.0,-6.286,1.0,0.0605,0.00366,0.0,0.162,0.325,100.026,4.0,-0.019462824,0.32943115,-0.17955148,0.27202383,-0.46141592,0.08650116,0.77463245,0.01624023,0.40467316,-0.20243569,-1.4002577,-0.1601788,-0.8312125,0.12756228,-0.37541643,1.0038575,2015-01-10,2015-03-14,43,10,0
TitleMeghan Trainor,174733.0,1,0.779,0.754,5.0,-4.358,1.0,0.0966,0.343,3e-06,0.0965,0.883,89.998,4.0,-0.056952596,-0.57677233,-0.15872616,0.27576706,0.34297964,-0.35759723,0.23444824,-0.4427761,-0.65580535,-0.34935057,0.49629962,0.06840445,-0.059558585,0.7513713,0.53414655,-0.27087823,2015-01-10,2015-01-10,100,1,0
I Mean ItG-Eazy Featuring Remo,236480.0,1,0.7119999999999999,0.562,10.0,-6.008,1.0,0.129,0.125,0.0,0.136,0.1419999999999999,140.0,4.0,-0.27716365,0.3739789,-0.20098636,-0.1601596,-0.20112929,0.3208415,-0.64462024,-0.650875,-0.71616197,0.5302317,-0.010070421,-0.12383145,-1.2678165,-0.18781745,-1.0149266,0.92971903,2015-01-17,2015-02-21,98,4,0
Only OneKanye West Featuring Paul McCartney,280226.0,0,0.7229999999999999,0.246,0.0,-6.026,1.0,0.0409,0.939,0.0,0.111,0.127,102.208,4.0,0.1467146,0.06235492,0.37040657,0.82329607,-0.10911399,0.1669964,0.23851082,-1.770436,-0.012784421,0.48345324,-0.34957218,-0.036511958,-1.3250327,-0.34355637,-1.8203042,0.19103211,2015-01-17,2015-03-14,35,8,0
Take It On BackChase Bryant,246613.0,0,0.558,0.814,2.0,-5.378,1.0,0.0645,0.0129,0.0,0.0666,0.672,157.959,4.0,0.05303502,-0.7506368,-0.52644753,0.19976273,0.85704386,0.2879119,-0.34898677,-0.19749418,-0.4820548,0.36342937,0.53206575,-0.36767408,0.5875884,-0.092339575,0.65716296,0.9370033,2015-01-17,2015-03-07,82,8,0
A Guy Walks Into A BarTyler Farr,196000.0,0,0.4279999999999999,0.78,0.0,-3.472,1.0,0.0373,0.083,0.0,0.115,0.4309999999999999,147.986,4.0,0.026114201,-0.35606268,-0.31874907,0.13004236,0.6065563,-0.01681577,-0.07674193,0.055171777,-0.3875127,0.06167648,0.37390846,-0.15054743,0.2067736,-0.056626,0.70532167,0.82508814,2015-01-17,2015-05-30,51,20,0
Ain't Worth The WhiskeyCole Swindell,191906.0,0,0.432,0.7379999999999999,2.0,-3.91,1.0,0.0309,0.042,0.0,0.1189999999999999,0.503,153.712,4.0,0.27223778,-0.59639484,-0.46037897,0.27649683,0.6466669,-0.6034078,0.22320735,-0.2113196,-0.297927,0.04974243,0.549018,0.042883784,0.16686696,-0.10788089,0.5518213,1.0800891,2015-01-17,2015-05-23,43,19,0
Take Your TimeSam Hunt,243706.0,0,0.558,0.7189999999999999,11.0,-5.603,1.0,0.0419,0.101,0.0,0.2119999999999999,0.4829999999999999,158.031,4.0,-0.54839855,0.11352016,0.06736371,0.4491699,0.7773816,0.7707831,-0.045241654,-0.70699817,-0.55007434,-0.13490716,-0.1444648,-0.6431525,0.13409331,0.15231435,0.8637922,0.7929928,2015-01-17,2015-08-22,20,32,0
Throw Sum MoRae Sremmurd Featuring Nicki Minaj & Young Thug,260453.0,1,0.8539999999999999,0.645,6.0,-8.021,0.0,0.1409999999999999,0.0417,0.000115,0.1029999999999999,0.569,142.053,4.0,-0.17942032,0.46642703,-0.11976127,-0.30907774,-0.18560973,0.258797,-0.3616844,-0.2190794,-0.14069812,0.8720039,0.6279632,-0.9882682,0.0061337473,-0.030969802,-0.8124531,0.48040777,2015-01-17,2015-05-30,30,20,0
What We Ain't GotJake Owen,218786.0,0,0.537,0.257,9.0,-10.447,1.0,0.0344,0.952,3.9e-05,0.0898999999999999,0.169,127.981,4.0,0.27223778,-0.59639484,-0.46037897,0.27649683,0.6466669,-0.6034078,0.22320735,-0.2113196,-0.297927,0.04974243,0.549018,0.042883784,0.16686696,-0.10788089,0.5518213,1.0800891,2015-01-17,2015-03-28,89,11,0
All About ItHoodie Allen Featuring Ed Sheeran,205733.0,1,0.7379999999999999,0.87,1.0,-5.343,0.0,0.0844,0.0124,0.0,0.14,0.8449999999999999,89.988,4.0,-0.9060197,0.78923565,0.03245637,-0.5052499,0.3332918,0.08603072,0.0489337,-0.21249804,-0.42362478,0.60226387,-0.25850502,1.033229,-1.3091025,-0.2350847,-0.5023713,1.1167729,2015-01-24,2015-02-14,71,4,0
AyoChris Brown & Tyga,225226.0,1,0.823,0.563,6.0,-5.095,1.0,0.0443,0.0399,0.0,0.0850999999999999,0.682,98.031,4.0,-0.9347041,-0.23170161,-0.10389795,0.099998936,-0.17004451,-0.4783907,0.33813015,-0.54256284,-0.65650356,-0.38987952,0.7579462,-0.19777474,0.031202221,0.33886802,-0.40605587,0.20371112,2015-01-24,2015-06-06,21,20,0
Not For LongB.o.B Featuring Trey Songz,215508.0,1,0.8369999999999999,0.662,1.0,-5.104,1.0,0.0486,0.0936,0.00057,0.113,0.679,100.054,4.0,-0.830386,-0.23364148,-0.23867922,-0.013713705,-0.46721593,-0.60020906,-0.41933593,0.0022778034,-0.5849064,-0.4995323,0.5815812,-0.42879114,-0.36891896,0.5056507,-0.11814668,0.42584068,2015-01-24,2015-03-21,80,9,0
Best FriendsSophia Grace,232928.0,0,0.52,0.508,6.0,-8.391,0.0,0.257,0.00623,0.051,0.1179999999999999,0.671,87.795,1.0,-0.32497263,0.5556229,-1.8469176,-1.5250524,0.5786921,1.0245202,1.5805804,1.4633491,0.22061111,-0.3081238,-1.7459557,-0.08148303,1.1266116,0.31554958,1.0584501,-0.3145075,2015-01-24,2015-01-24,87,1,0
Love Me Like You DoEllie Goulding,252534.0,0,0.262,0.6059999999999999,8.0,-6.646,1.0,0.0484,0.247,0.0,0.125,0.275,189.857,4.0,-0.50135165,-1.1073198,-0.267321,-0.28536335,-0.11669435,-0.23656216,0.22968891,0.059306286,-0.31965208,-0.110091984,0.54109585,-0.32869396,0.17476554,-0.49712095,0.5300003,-0.30464315,2015-01-24,2015-09-12,3,34,1
Elastic HeartSia,257200.0,0,0.4209999999999999,0.791,9.0,-4.998,1.0,0.0496,0.0117,1.5e-05,0.1459999999999999,0.499,130.075,4.0,-0.55892795,-0.4223311,-0.5509336,0.90395355,0.47600836,-0.78563535,-0.028619464,0.46105862,-0.44533962,-1.1577218,1.2767706,0.34102103,-0.36530554,0.39979482,0.33612955,-0.59118986,2015-01-24,2015-08-15,17,30,0
